Comments,Sentiment
අනේ මේ කුමාර වෙල්ගම මහත්තයෝ ඔයාට අපි සලකනවා ඒක නිසා පොඩ්ඩක් කට වහගන්න please ,Neu
බලන් හිටියා දැන්කන් ,Pos
මාලනී බුලත්සිංහලගේ සින්දුවක් අහුවාද මන්දා voice එකේදී ,Pos
මං ගොඩක් කැමති චරිතයක් කෙලින් කතා කරන ,Pos
සල්ලි වලට මුන්ට කරන්න දෙයක් නෑ ඉතින් මූ වීරයෙක් කියලා පිළිගන්න උන්ත් ඉන්නවා ,Neg
දුප්පත් රටේ සල්ලි කෑවා මුන් තුන් දෙනා වෙනුවෙන් kandy rugby team එක කෑවා පෙරේතයෝ ,Neg
මත් battle එක බලලා මේක බැලුවේ ඔය battle එක perform කරපු හැටිට පේනවා කොච්චර මහන්සි වෙලාද කියලා ඒ courage එක ගන්න ,Neu
මට පෙන්නන්නම බැ මධාව පොන්සියා තුහ් නොදකින් තට්ට මුසලයා ,Neg
අර michael කියනවා michael ලහිරු මහත්තයා කියනවා ලහිරුව michael interview කරනම් හොඳයි බං ,Neg
දිගටම ඔයා වගේ ලස්සනට song කරන්න ,Pos
කෙලින් කතා කරන කෙනෙක් උගත් කෙනෙක් ,Pos
ශෂිකාගේ team එක මාර ලස්සනට performance එක හදලා තියෙනවා ශෂිකා නම් සුපිරි talent coach කෙනෙක් ඕන එකක් ඔට්ටුයි ,Pos
ඉල්ලපන් ජනාධිපතිකම සිංහලයෝ ඔක්කොම දෙනවා සත්තයි අපි ඉන්නවා එකෙන්ම ,Pos
අන්තවාදී ජාතිවාදී මාධ්‍යවේදීන් මේ වගේ අය interview කරන්නේ නැහැනේ රට ජාතිය ගිනි තියන එවුන් බලලා ඉගෙන ගන්න මේක තමයි මනුස්සකම ,Neu
චමිලා මල්ලී wish you all the best ලස්සනම ලස්සනයි ගොඩක් සම්මාන බුදු සරණයි මල්ලීට ,Pos
අපේ ග්නසාර හමුදුරුවෝ එළියට ගමු කොහොමහරි ,Pos
මේ ත්‍රස්තවාදියා එළියට ,Neg
රංජන්ට පාඩමක් ඉගන්විය යුතුයි ඔය පල්බෝරුව පෝන්නයෙක් ,Neg
දැන් දා මිනිහෝ video එක හදන්නේ ,Neg
නියමයි iraj අයියේ සුපිරිය political ටික කෙලින් කතා කරන කොල්ලෙක් ,Pos
අනේ ශෝක් අනේ ඔයාලා දෙන්නම ලස්සනයි ,Pos
දෙන්නගේ interviews දෙක legends ,Pos
බුදුසරණයි අපේ හමුදුරුවනි ඇත්ත කියනවා ,Pos
කොන්ද පණ නැති මේ පෝන්න රනිල් කොහෙද ඔවා කරන්න ඔබ සමගයි call me ,Neg
අනේ උබ බබා කුඩු බෙලි තොපේ තට්ට තමයි ලංකාවට කුඩු ගෙනාවෙ අහ ගන්න තොගේ අම්මගෙන් බෙලි ,Neg
කස්සා කියන එක නම් මරු යකෝ පිස්සු හැදිලා ආයෙත් හැදුනා යකෝ ,Pos
අපිත් ඔයාලත් එක්ක එකවෙන්න කාලේ ඇවිල්ල ,Pos
එකෙත් අමුතු ගතියක් තියෙනවා නේ ,Pos
chanux broගේ පරණ pc එක මට දෙන්නකෝ ,Neu
මොන සින්දුවද බං මේ ,Neg
දුක හිතුනා හොඳ අම්මා කෙනෙක් ,Pos
මොන එක අන්නෙත් අපට ආදරෙටද රටට ආදරෙටද නැහැ තමන්ගේ පරම්පරාව දියුණු කරන්න මහින්ද මහත්තයා අවුත් වෙතත් චන්දේ දෙනවා ,Neg
සුපිරි මනුස්සයෙක් ඒ වගේම දිස්නාටත් ගොඩක් ආසයි ,Pos
මෙහෙම videos upload කරන නිසා තමයි මේවා එකක්වත් trending එන්නේ නැත්තේ ,Neg
මට නම් මේ battle එක ගැන අදාලම නෑ කසුන්ට ගොඩක් ආදරෙයි ඔයා දෙන්න ලස්සනට ඉන්නවා ,Pos
කොල්ලට කට වැඩේ කරේ අපෝ ,Neu
ඇත්ත අපේ හමුදුරුවනේ ඔබ වහන්සේ කෙලින් කතා කරනවා ,Pos
දැන් යවන්න බැ නේ තම්බි මේ රටින් ,Neu
හෙංගි හොර නෑ කෙලින් කතා කරන අවංක මනුස්සයෙක් ,Pos
බයිලා ටිකක් කියලා ප්‍රශ්නේ මග අරියා කො rocket එක ,Neu
අශ්කා නම් සුපිරි මේවට ආවත් නැවතත් ඔයා දක්ෂයි ,Pos
මේ වගේ දේවල්ටත් unlike කරන මෝඩයෝ ඉන්නවා නේ ,Neg
කුරුනෑගල ගෑණු තමයි ගොඩක් වැරදි කරන්නේ කියලා කියන්නේ ,Neg
මොන උනත් කසුන් තමයි අතල් dial එක ,Pos
නොදකින් සක්කිලි හැත්ත ,Neg
හමුදුරුවනේ කතාව හොඳයි ,Neg
කතෝලික අපෙටත් ලැජ්ජාවයි ,Neg
මහින්ද මහත්තාගේ චන්දේ කඩන්න ආපු කෙනෙක් ,Neg
ආදරෙයි අක්කේ thanks අක්කා ගෙනාවට ,Pos
අයියෝ හොඳ අය ඔක්කොම කසුන්ගේ එකට ගියම කපෙනවා ,Neg
අනේ පකෝ උබ joker කෙනෙක් නේ ,Neg
මේ සබන් කපු දඟයා නේ ,Pos
බයින්න නෙවෙයි කතාව මොලෙන් අහන්න ,Pos
හරිම ලස්සනයි මේ song එකට මං ආදරෙයි ,Pos
ඔයාට හොඳ වැදගත් කෙල්ලෙක් ලැබේවි ,Pos
අනේ තොපි රටට ආදරේ කරන්න ඉගෙන ගන්න ,Neg
මේක බලනකොට තේරෙන්නේ foreigner value කරන දේ ,Pos
රට බාරයි ඔබතුමාට ආශිර්වාද වේවා ,Pos
වාව් ගොඩක් ආඩම්බරයි ඔබතුමියගේ කතා විලාශය ගැන ,Pos
අම්මා එක්ක මදු පල්ලිය ගියා කියුවම මුනට එන්නේ අමුතු හිනා ,Neu
බයින උන් මොකටද අහන්නේ ,Neg
හොඳ ආකල්ප තියන කොල්ලෙක් ,Pos
coach ශෂිකා මේ දෙන්නගේ අම්මා වගේ ,Pos
හරිම ආදරණීය තරුවක් දුලජ් අයියා ,Pos
මෙතෙක් කාලෙට දැකපු සුපිරිම video එක ,Pos
අපේ හමුදුරුවනේ ඔකට මහත්තයා කියන්න එපා ,Neg
wow මාරම voice එකක් ,Pos
පව් ගාල්ලෙන් බාගයක් උඩලු ගාවලු ,Neu
දන්ඩ තේරෙන්නේ රාජපක්ෂලා සක්කිලි ,Neg
ඇයි අනේ කසුන් හැරෙන්නේ නැත්තේ ,Neg
තව කොච්චර වෙලාව program තිබුණත් අහගෙන ඉන්න පුළුවන් ,Pos
මම මුකුත් කියන්නේ නැහැ ,Neu
කලින් හිතන්න තිබුණේ රට ගැන දැන් කල් වැඩි ,Neg
pc එකක් කරගන්න ඕන ,Neu
ඇත්ත කියලා කතා කරනවා ,Pos
හිනා කලා මල ,Pos
අම්බෝ මේක එනකම් බලන් හිටියේ ,Pos
අනිවා loweth chamall ආවත් gota ආවත් ,Neu
ශෂිකා නියම තැනක් singer කෙනෙක් ,Pos
මේ විනාසයට තෝහිත සහ උන්ට උදව් කරන පාලකයෝ ,Neg
ඇත්තෙන්ම කෙනෙකුට දෙයක් ගන්න පුළුවන් කෙනෙක්ව ගෙනාවා ,Pos
ඔයා වගේ setup එකක් හදන්න බලාපොරොත්තු වෙනවා ,Pos
සිරා talk එක ,Pos
කියන්න වචන නෑ හොඳම කෙනා තෝරාගත්ත එක ගැන සතුටුයි ,Pos
හොඳ කටහඬක් ලස්සනයි ,Pos
