Comments,Sentiment
lassanai ayye mama asai oyage voice ekata ,Pos
therum gathayuthu godak karunu thiyanava ape jivitbayata akka iyata yahapathakma veva lahiru obatathmevenu ahinsaka charithayak ihalata genalla sathutin thiyanna ganna uthsahayata pin,Pos
ane man oyawa adamai aduna ganne thank u oyage adahas harima watinawa mata obathumiyage nu eka ganna puluwanda mano vdyawa kala nisai obatumiya,Pos
yohani mokada audience eke,Neu
aiye mata me build eka kara ganna oni kohomada kara ganne,Neu
dream star th awa neda,Neu
katahada wage nemei tikak napuru patai ape bosa wage,Neg
ane me wahallu,Neg
aiye amd ryzen da honda nathnam intel i reply ekak danna koo ,Neu
anivaren karmaya pala denava interivew ekak israhata awila atha katha karapu real brand eka a congratulations aiya future ekata,Pos
voice pehedili ne bro,Neg
okkom lssnai eth sapththu dagena natapu ekai weradi ,Neu
meka trending awe naththan nan man painawa gagey maarama widihata hadawathata danuna man asama geethiyakpuduma lassanata kiwwa kiyanna wachana naha ,Pos
voice aka iwara wana kale addi kasun kalhara kiyanne kauda kiyala lookayama dana gani maaea sindune adamai ahuwe thanks voice kasun,Pos
wow bro maru,Pos
viyadam kla wadi kiyla hithnne mata withrada,Neu
me para sidu thorala denavanm maru lassana sinduvak,Pos
me wage ahinsaka kellekta paraka bahala yanna denne na me rate minissu api me wenuwen hada naganna one,Pos
mn asama sinduwak supiriyatama qwa hbai jadge board ekata weraduna wage,Neu
loke kohe hotiyath pina anwa pasu passe pinwantha mahathmayek,Pos
ane age mail kelin wenawa mara gathi tnx mehema apita ahannadena ekatath pin kella,Pos
chanaka aiyata adare hitenawa anee,Pos
admin ohoma nm be ithin me wede karanna ,Neu
methana disna akkath inna thibbe lhiruta inna hambenne na,Pos
deparak nohita beluwa,Pos
anagathe cyberpunk wage wei kiyala hithan inna mama ,Neu
ane mekata kinsly hariyanne nethoo stefani akka dennaa ,Neg
iraj oya gayan pesala saha thawath aya ekathwela ape rata ape uthum bududahama rekaganna ekathuwenna theruwan saranai,Pos
kawda ara podi nangiyage dance ekata aasa aya ko blnna ,Pos
voice eke dakapu wenama athal song ekak niyamai kollo,Pos
issaraha build walatath aime wa ekathu karaganna aiyye,Pos
amboo kasun sir i think it was a perfect discussion  adari hamotama niyamai,Pos
boru aiye mu kiyanne hoda geyak tibuna gedara batik ekak karan giya,Pos
muge thaththage wife kiyanne muge amma ne bn,Neu
aththa katha karana minisunta waradinne na akke,Neu
kalakanni hethikare ta chande dena epa,Neg
man dan hiru fm ahanna,Pos
anea palayang bang yanda ubai umbea jathiwadhai thopi wagea ung hidha thamai rata kanne apakaya,Neg
mohuwa rupawhiniyen dakinna asai,Pos
mewage unawa form karanna epaa meka ballekk muth ekaa hitapu un belliyo ballontath agawrawarayk mun,Neg
ara topiya wisi karanm kiyaddi oya therenawa,Neu
kasun kalhara  uba gedra palayan,Neg
ay mechchara kalin uplode kare ,Neu
so oya wage aya atharla gamanak yana hadane api danwa oya horek nami kiyala pakse baraganna maka loku pinak sri lanka ake malagama liyana dana epa api oyath aka obata jaya,Pos
tho karapu aparathe thamai ahinsaka minissu merune,Neg
battle eka purawatama dennage thibba eh connection eka wachanen kiyala nima karanna bamarama lassanai aiya and akki dennama select una eka gana marama sathutui all the very best dennatama,Pos
jivitheta godak wadagth una katha bahak ,Pos
fattaneh kasun sirt kattiya enwoo ,Pos
build ekata kiyak giyada,Neu
atta kiyana nisa dirawannaa,Pos
iwarai gonja obawahanse okat ballek kiuwoth balu namath iwarai den mekata weradi video eka kala kena weradiwai api ape agama suwamin wahanselata apahasa karana un elawanna oni,Neg
oka itn eketh pennana,Pos
untath oye dama keranna ona,Neg
ana thoga adilla lankava aunta kapilla danna apa modi hoda aya oni tharag innava,Neg
bns and umariya girl sing karaddith disturb kala thawa eyata coach select karaddith disturb kala,Neu
eka atta mada hodan issaratama yanna oni ganu api,Neu
pansale wada karana hamudawe aya gen ahuwanam aha ganna puluwan kanna bona widiya me boru kiyanne,Neg
api obatah samaga,Pos
me tharan kaalayak oyala seramala weada karanee needa seramala katin witharai pin soddawei weadak karana keanekta weada karanna edadeanna nikan madagahanna aepaa,Pos
meka balalwath ashen ranja hadunoth hodai mokada un denna banne ape mulu hamduruo gollata waradi karana hamuduruwo golla athi eth a kiyapu kathawa ahapu ona baudayekuta godak wedanai,Neg
kauru monawa kiuwath waddek bn tani wachanen kiuwoth,Pos
dubbing kalla patta appa ,Pos
ana hodai danata budusaranai,Pos
pitupala yana daka mage watina kam thibune nadda kawadakawath saththakin ,Neu
muta tikak pissu wage,Neg
ada tama kotuwe podi hamuduruwo gena pehedimak eti une teruwa saranai,Pos
apee sinhala suddanta rate age naha niyama suddanta thama age thiyenne sathutui adambarai ,Pos
niyamai bro laksheta thawa chutai kohomahari gahamu,Pos
mara sport kenkne mekchara kal hituwe ne mehema porak kiyla adarei ,Pos
sakiya sagawwata rodaya end chorus eke dilruk aiyge distrotions part eka hamme supiri,Pos
nodakin melo rahak na thuk,Neg
wachana eliyata dammanam thawa hodai,Neu
ragapemata wada wedagath katha wilashayata kamathi mahathmayathawath wasara ganak apiwa hinassanna shakthiya lebewa oba thumata b s,Pos
meka nam supiriyak ,Pos
seramath hari anthimata kiyapu kathawa nam aththatama hari jaya wewa,Pos
niyemayi godak sathutuyi budusaranayi obeta,Pos
prashna ahanakota hoda ewa ahapiya kota gauma gana thatha kudu wikke nadda ara kolla ussapu eka monada ban uba ahanne anna ewa ahapiya ,Neg
ane baba wennatiwa inna sajitta awot matakai gotabaya karala tiya dewal dannawa boruwata monawada kale kiyala ahanawa,Neg
sampurna kathawa balala comnts karapalla ,Neu
meka gon harkek ratata adarayak nathi patu aramunuwalin prichcha kalakanniyek miniho ube adahasa rate minisunta wadakma naha,Neg
k gehuwama kohomada edata congratulations pcg kiyanda balagena innawa,Pos
pushparagen patan gaththu aya mey konata,Pos
me samajaye aththa ha boruwa desa buddimath wa balima gana harima adambarai obata suba anagathayk,Pos
ichchara hodata kiyala yako ekaine harune,Neu
shihan mihirangata aasai kiwwama mokatada ane minissu hinaa wenne shihan kiyanne hitha honda supiri singer kenek,Neu
supiri me ahana ataweni wathawa,Pos
oya pitinuth lassanai athulenuth lassanai,Pos
k walata thawa tikai ohoma yan oyata ape subapathum ayye,Pos
patta ban uba ela,Pos
theruwan saranai oba wahanseta ,Pos
mu mokatada ban okata giye liyara thiwnka neda muta hodata hindi sinduth kiyanna puluwan,Neu
harima asa karana niliyak muthu kirilla hari asawen baluwa ,Pos
brother kiyl garu klnm hodai ,Neg
eka maru aiye,Pos
call recording nethi eka thamai ekama aula ,Neg
sashika oyage hadin me songeka ahanna awaiting pls dineka gayanna,Pos
genunta mada gahana awunta hoda padam mewwa ,Neg
loketama pennanna puluwan ekama deyak ape kello kochchara lassanaida kiyala,Pos
hitha hoda kenata kawada hari hariyanawa ,Pos
shashikata harena thiba kauruth yaneth na a team ekata aduma gane mewage voice ekata hari harena thiba boru pada witharai mun doublegema un harene kauru hari harunoth witharai shit decesion making ,Neg
mannm hithuwe harei kiala kasun kinawa loku waraddak thibunth naaluu melo rahak nathi huchakku walata haruna,Neg
godak lasshanae aiya oyaga katahada godakma lasshanae,Pos
yako me kolla hodatama kiyanawa mun wena wena elo rahak nathi unta herenawa voice eka supiri gamana nathara karanna epa malli ,Neg
ape hamuduruwane ganasara hamuduruwo nidas kara ganna,Neu
lankavt godk vatina pudgalyek hora boru vancha nati pudgalyek api godak adre krna kenek,Pos
sanhidiyavai arakshavai patalava gaththa nisa thamai mehema wune ape hamuduruwo hariyatama hari,Pos
ranjan sir obata sadaranayak ituwevi,Neu
kasun kiri gahenna athi,Neu
matanam vihiluwak meyawa issara palli mangalya waladi api dekala ethoo kochchikade pigan sansthawa mathakada,Neg
bitcoin mind karapu cards awoth ara anik second hand cards walath mila adu wey neda,Neu
eka mara fun interview ekak jeewitha kathawa unath mehema interesting widiyata kiyanna one ,Pos
supiriyakk koo kwadsa meya choose klee,Pos
api innwa ubala ekka aniwaryenma gahnwanm one deakata innwa,Pos
woow lankwa hoada gayakayo inwa,Pos
maru gindara wagae good luck,Pos
bume godak buddemat ai ganeyak une,Neu
aiye bitcoin mining karanna widiya karanna puluwan widi gana video ekak karanna,Neu
wow meka shashika miss niyameta wade karalaanith kollawa wena coach kenek gaththada,Pos
lassana hdk ahan imnamai deiyo dila thiyanne,Pos
api asa wen ahapu saha balapu peoples announcer and presenters la dennek ekai me program eka mecchara lassna,Pos
sashika oyatawath turn wenna thibba ane sashikage team eke me wage aya innawa me song ekama kiwwa kenekuth innawa e nisa wenna athi turn une naththe,Pos
aniw final athrwth innma ona,Pos
 da me ol wath pass ekek munwa genpu unta ghnna ona,Neg
ai oya ehema kale santhush,Neg
enakan balan hitiye,Pos
malli ubata jaya nathara wenna epa mama hithuwe mul peli dekenma herei kiyala,Neu
lassenai kiyanne eka pissu hadena lassenak hitha thanpath wena handak ,Pos
oba wage putun bihi karapu mawakata pinsidu wewa budu saranai obata ,Pos
baudda rata sinhala rata ubalama kaala daapiyaw ithuru velaa thiyana ithuru tikatah,Neg
ane ammo sinduwa awe kawdd vedio awe kawadd anika vedio eka kisima therumak ne,Neg
kiyanna deyk na supiryk ,Pos
maranava kiuvath boru naha aththa vitharai godak garu karanava oba thumata,Pos
lol hinath yanawa appa,Neg
meke dakka hodama hada aheddi ,Pos
nadee raj balapan mewa ubala wage boru show na i respect u bumi mis,Pos
annee manda mewa,Neu
mita wada adupadu aywa thoragtta ane mnda ,Neg
aiya bit coin trading kiyala thiyenava neda eka karana eka echchara hoda na neda,Neu
ma vge unva gnna epa ,Neg
owage price ekath dandko eken ekata,Neu
ape thadi patiya nikan badiyidin wage,Neu
man hamadama mta free welawak labuna gamn man me program eka balanwa e balapuwa atharin meka thmai balpu hodama episod eka godak honda life ekata watina advices labuna good luck and ,Pos
poddkwat awul gannepa patta voice eka oyage,Pos
ayya dan loku loku youtubers lage concept copy karanawada,Neg
api dannawa aiye oyaa kaapu katta oyaage mula indan api baluwa oyage content mata thaama mathakai,Pos
you tube eke kawadawath man me tharam wela programme ekak balala naara nisamai baluwe pitawena hema word ekakama arthayak thiyenawa mata eka thamai wedagath ,Pos
niyamai malliya kegalle stmarry ake kollek thama ,Pos
kawuda bn unlike karanne aththa thiththa haththa,Neg
me wage sindu mehema idiripath karanna me songs nirmanaya kala saman lenin mahathmayata api sthuthi wannemu ,Pos
 hari hoda lamayk,Pos
pc eka clean karaganna hati video ekak dananna,Neu
maha sangarathnayata garahima maha papayak muka pilika wanida hadima malowadima pala wepaka widinna wawi,Neg
patta matath build ekak karaganna one,Pos
ape amma daruwok haduwa oya tharam dewalnam ape demapiyo kiyawanne na akka,Neg
lahiru aiye sudu banda kiyala kiya kiyanna aya den ape kenek,Pos
ada parakkui aiye,Neg
ekagai hamuduwane badurudeenla hisbulla thama eliye innakota me rate neethiyak gena thawa balaporoththu tiyaganna be hamuduruwane,Neg
me dena nam maru ,Pos
ada shashikage dawasa ,Neu
thanamalwila kollek eke actress wage,Neu
podi ekage athal building hadanwa ammo,Pos
oya build eka kiyak giyadah,Neu
garu karanawa aiye oyage katawata hamoma sri lankan,Pos
 akkage number dennako,Neu
aiya intel wala windows install karanawa wage ryzen wala monawada install karane,Neu
ubata konda pana naha,Neg
hena hathama wadiyan me anduwata mama pohottuwe thamai aththa athi satiata thiya youthumai henama gahapan ape anduwat,Neg
aiye spotify gana oone,Neu
note user la innawada,Neu
aiye video ek parakku wedi sathi kt withara kalin damma nm maru,Neg
kasunge kata handa nm ,Pos
apoo maya gena api dannawa kata eriyuth kunuharapa,Neg
daraz eken deliver karana hinda sure karanna puluwanda aiye,Neu
supiri voice eka mata ninda giya payakata passe comment karanne,Pos
aiyo me wage gon keli form karanna apa please ,Neg
wasanawan podi hamuduruwanae harima agaei,Pos
harima hoda vieediyo aka vadagat kata bahak tunuruwnga pihitai,Pos
mama muslim aniwa atha kathawa swaminwahansa obata buddusaranai,Pos
mage thatta me sinduwata hari asai eya meka ahuwanam godak sathutu wenawa eth ape thatta apiwa daala gihin dan months thank you malli meka kiwwata me wage international programme ekaka,Pos
asama pudgalayak kiyn wachana na mm e tharm kmthi knk ,Pos
anika den rajanta budu dahamata agawrawa karanna muslim salli lebenna ati,Neg
mama hamadhama balanawa,Pos
harima wedagath sakachchawak,Pos
mama kiyanna nangi oyata garahapu ayata awaman karapu ayata waira karanna apa,Neu
aththatama monavada me kiyanne olmada geniyak genalla sakachchavk thiyanne pissu geni kunuharapa kiyonava monavada me vikara,Neg
yako muta ona wune apekshakaya wenna eka labune nathi hinda pissek wage dodawanne mu gahapu gahili nikanda e kale,Neg
ado siyalath but kanawada mkdd bn me video eka nam chora voice eka,Neg
danna kale idala ahanna asa katahadak daksha niwedakayek ,Pos
oba itamath niveradi dear itama hoda puravesiyak va jevath vema ma jevite lebu loku jayagrhanayak i wish you all the best ,Pos
natasha akkage sindu kiyanne agamak,Pos
me dennage performance eke original eketa wada lassenay sthuthy ,Pos
godak garu katawa piyathumani budusaranai,Pos
oyage weda satahana harima asawen beluwa mage jeevithe hugak weraduna gehaniyakma novee pirimiyekge dewaluth mamath gaththa thaniyama Negitta weraduna then wedie namuth den sathutin innawa,Pos
mn muslim abai hamathuruvane oba nam athha kiwwee,Pos
wasthi follow krala thamai ada inna okkoma aya bihi une wasthi wage apith ape talent eka pennanawa kiyla hithala adarei wasthi hamadama,Pos
patta porak thanks dennatama,Pos
wow niyamai math dancen wes thiyla inne mn,Pos
ammo kwuda gahnne marune sinduwath mruwta kewa suba pthnwa idiriytma ynna ,Pos
mona hadapatayak awath ena program patta athal,Pos
supiriyatama kiwwa song eka original eka wath mechchara lassana ne congratulations,Pos
danda danne eya wesiyak kiyala weda weraduna nisa nethinam ada ohoma kiyanne na nehh,Neg
welawa yanawa danne na mama kamathima niliyak adambarai oba gana theruwan saranai jaya wewa ,Pos
oya yanna hiru star ekata,Neu
lassanai akkiyoo kochr ahuwath baluwath epa wenne nm nehrima lassanai,Pos
me song eka mita wada rahata gayanna puluwan,Neg
ane nikan boruwata den baba wenna hadanna epa thota ariye kiyala mulu lokema dannawa,Neg
kamatima character ekak ,Pos
maru aththatama niyamai,Pos
age mail kelin wenawoo,Pos
obagae siyalu patum alesama ituwewa duwea ,Pos
harima dukayi voice ekak the voice balannath epa vunaada davase thorapu hamotama vada oya kivva a oyata jaya,Neu
podi deyak kiyannam aiye oyage interviw eka monitor eka off karan ahapu ekama pudgalaya mama wenna athi dj ara kiyanne mata ledgend ekak nemei lokayak for ever mama karandeniye dinesh champika subasinghe,Pos
madumadawa puke talk dena thattaya maha loku politician joker,Neg
yako shashikage katahada wage ahune mata ,Pos
marama lassanaii etharamma lassanaii,Pos
matanam ratta mathak una mathak una kattiya koo,Pos
aiya oke adobe animate wage software run karanna puluwnda,Neu
alakiri kollek unp bake bake chatura balapan me katawa,Pos
pc laptops wagema phone reviews genna bro oyage personal experience eka phone eka gena share kraganna nisa eka watinawa superb ,Pos
ambo loku deyak,Pos
tho thamai trasthawadiung bihikare ekeka prashna dala rate nidahasa nethi na mul hethuwa tho pako,Neg
karanna tiyena ekama deyai mun okkoma ilanaga para ewanna epa mun ywanna epa parliament gotabayath iwarai,Neg
uba nam supiriyak jayawewa ,Pos
lassana keli podda ,Pos
 pasparakata vada balapu aya ko,Pos
gehan kiynne amuthuma weddek high talented man,Pos
oba thunata shakthiya dahirya labebawa oba thuma okkotoma kalin me rata kapu thama kana hora deshapaluwo okkoma hire yawnna,Pos
niyamay hamauduruwaneara ashen kiyana balla tama anith eka wachala karayek oka tama minissunwa kotawanne ballo,Neg
maru thundenatama jayaweva,Pos
mama asama kenek,Pos
doonyy adanna epaa sudu manekka thaathii godakk hodata kiwwa good luck,Pos
meka marune ai me kolla tharune naththe,Neu
pitching oita wada out sing karapu un athule ,Neg
apith kemati charithayak tmy dulaj,Pos
ane paw ara chuti nangiya adana widiha sahodara badeema ,Neu
man asama redio newadakaya oyai aiye oya nam niwedanaya karannama ipaduna kenek ,Pos
adarei wasthi ,Pos
man hituwe Posh family ekaka rich kollek kiyala,Neu
nodakin samajaya kanawa,Neg
edit lu hina wenna thannak ne,Neg
oba chandra dinaya rate janadhipathi oba unoth dinuwama obatath amathaka weida wagakeema oba pamanak diyunu wenna balanawada ,Neu
paw wade maya hondata kiwwa meeta wada jara widihata kiyapu ayata haruna paw wade ,Neu
kamathima supirima charithayak ara karapu hondama interview eka eelangata pasbara interview karamu please ,Pos
sahangi mathak una neda lamayi,Neu
yaaluwo denna watinawa kiyala hithuna seeratama wada awankawa sathutu una,Pos
